timestamp,open,high,low,close,vwap,momentum,atr,obv,bollinger_upper,bollinger_lower,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,sentiment
2020-07-27 12:00:00+00:00,1433.52,1478.85,1417.26,1440.875,1449.230536,0.0,61.58999999999992,0,,,1440.875,1440.875,1440.875,1440.875,1440.875,0.370015394117218
2020-07-27 16:00:00+00:00,1441.53,1546.99,1440.735,1542.59,1522.393139,0.0,67.54533333333328,41848,,,1440.875,1440.875,1440.875,1440.875,1440.875,0.370015394117218
2020-07-28 12:00:00+00:00,1500.805,1564.325,1478.38,1543.47,1519.940586,0.0,69.99862222222217,86004,,,1542.59,1440.875,1440.875,1440.875,1440.875,0.370015394117218
2020-07-28 16:00:00+00:00,1538.71,1544.08,1477.45,1479.35,1508.417581,0.0,69.54947259259252,59113,,,1543.47,1542.59,1440.875,1440.875,1440.875,0.370015394117218
2020-07-29 12:00:00+00:00,1498.09,1533.31,1493.04,1527.59,1509.224764,0.0,67.47087624691353,87584,,,1479.35,1543.47,1542.59,1440.875,1440.875,0.370015394117218
2020-07-29 16:00:00+00:00,1524.68,1525.97,1492.2,1499.28,1509.422106,0.0,63.193426080658384,70808,,,1527.59,1479.35,1543.47,1440.875,1440.875,0.370015394117218
2020-07-30 12:00:00+00:00,1482.055,1506.61,1473.42,1505.38,1488.928943,0.0,59.19296926990391,101953,,,1499.28,1527.59,1479.35,1542.59,1440.875,0.370015394117218
2020-07-30 16:00:00+00:00,1507.63,1513.24,1487.5,1487.5,1497.920135,0.0,54.73257336725006,87761,,,1505.38,1499.28,1527.59,1543.47,1440.875,0.370015394117218
2020-07-31 12:00:00+00:00,1506.41,1511.65,1457.095,1463.845,1478.424289,0.0,54.70889691828339,-5390,,,1487.5,1505.38,1499.28,1479.35,1440.875,0.370015394117218
2020-07-31 16:00:00+00:00,1463.08,1464.83,1421.115,1431.66,1438.104101,0.0,53.243043995845596,-38209,,,1463.845,1487.5,1505.38,1527.59,1440.875,0.370015394117218
2020-08-03 12:00:00+00:00,1450.18,1508.4,1444.69,1495.99,1474.864673,0.0,56.375971463066186,-4134,,,1431.66,1463.845,1487.5,1499.28,1440.875,0.370015394117218
2020-08-03 16:00:00+00:00,1501.44,1504.99,1475.68,1485.11,1486.108271,0.0,52.76717526799069,-22236,,,1495.99,1431.66,1463.845,1505.38,1542.59,0.370015394117218
2020-08-04 12:00:00+00:00,1496.91,1527.22,1471.545,1477.015,1506.967857,0.0,53.154885232258586,-71503,,,1485.11,1495.99,1431.66,1487.5,1543.47,0.370015394117218
2020-08-04 16:00:00+00:00,1477.3,1487.54,1464.36,1487.54,1474.281311,0.0,49.158233867957456,-45147,,,1477.015,1485.11,1495.99,1463.845,1479.35,0.370015394117218
2020-08-05 12:00:00+00:00,1491.78,1497.16,1470.22,1482.37,1482.839712,41.49499999999989,46.19580268556314,-65183,,,1487.54,1477.015,1485.11,1431.66,1527.59,0.370015394117218
2020-08-05 16:00:00+00:00,1481.05,1494.1,1479.855,1486.3,1487.66667,-56.289999999999964,41.935695660821374,-41099,,,1482.37,1487.54,1477.015,1495.99,1499.28,0.370015394117218
2020-08-06 12:00:00+00:00,1488.31,1504.535,1477.885,1490.62,1488.5513,-52.850000000000136,39.89760290604521,-23412,,,1486.3,1482.37,1487.54,1485.11,1505.38,0.370015394117218
2020-08-06 16:00:00+00:00,1492.115,1516.59,1486.92,1491.3,1500.933498,11.950000000000045,38.533922518572496,4052,,,1490.62,1486.3,1482.37,1477.015,1487.5,0.370015394117218
2020-08-07 12:00:00+00:00,1498.26,1499.34,1455.41,1455.41,1480.043538,-72.17999999999984,39.25339951609614,-18520,,,1491.3,1490.62,1486.3,1487.54,1463.845,0.370015394117218
2020-08-07 16:00:00+00:00,1457.24,1467.02,1415.49,1453.46,1441.838639,-45.819999999999936,40.89027958061665,-88601,1545.3636932215984,1427.3018067784017,1455.41,1491.3,1490.62,1482.37,1431.66,0.370015394117218
2020-08-10 12:00:00+00:00,1445.275,1455.74,1388.19,1421.2,1423.306028,-84.18000000000006,44.44490896986776,-123174,1548.1077042065417,1422.5902957934582,1453.46,1455.41,1491.3,1486.3,1495.99,0.370015394117218
2020-08-10 16:00:00+00:00,1423.52,1439.54,1405.99,1419.81,1417.447847,-67.69000000000005,42.99225444055206,-144181,1542.4117538897208,1416.0082461102793,1421.2,1453.46,1455.41,1490.62,1485.11,0.370015394117218
2020-08-11 12:00:00+00:00,1393.34,1415.79,1369.66,1402.33,1395.835656,-61.5150000000001,43.9466205151451,-166098,1536.6491930659474,1407.6568069340522,1419.81,1421.2,1453.46,1491.3,1477.015,0.370015394117218
2020-08-11 16:00:00+00:00,1400.4,1418.71,1368.76,1373.1,1384.623347,-58.56000000000017,44.747071113125756,-188031,1544.9148259168367,1388.7661740831634,1402.33,1419.81,1421.2,1455.41,1487.54,0.370015394117218
2020-08-12 12:00:00+00:00,1467.925,1506.33,1438.17,1497.73,1472.366511,1.740000000000009,56.54479496470899,-149909,1539.5778388464796,1391.1171611535206,1373.1,1402.33,1419.81,1453.46,1482.37,0.370015394117218
2020-08-12 16:00:00+00:00,1495.51,1584.96,1495.51,1554.34,1546.57766,69.23000000000002,60.932155636081134,-44235,1551.1855553982261,1385.0154446017739,1497.73,1373.1,1402.33,1421.2,1486.3,0.370015394117218
2020-08-12 20:00:00+00:00,1556.42,1556.42,1556.42,1556.42,1556.42,79.40499999999997,53.08520155127034,-44135,1561.3459332039304,1379.9590667960695,1554.34,1497.73,1373.1,1419.81,1490.62,0.370015394117218
2020-08-13 12:00:00+00:00,1610.0,1650.28,1570.13,1645.02,1618.392159,157.48000000000002,58.52184134443428,13727,1598.1328730101784,1358.9241269898214,1556.42,1554.34,1497.73,1402.33,1491.3,0.370015394117218
2020-08-13 16:00:00+00:00,1643.98,1649.69,1596.12,1621.05,1623.390602,138.68000000000006,57.86159583184306,-24348,1621.5773752562848,1351.200124743715,1645.02,1556.42,1554.34,1373.1,1455.41,0.370015394117218
2020-08-14 12:00:00+00:00,1663.0,1667.5,1632.44,1646.63,1647.851488,160.33000000000015,56.340049720930665,5329,1647.3527078728414,1346.9217921271586,1621.05,1645.02,1556.42,1497.73,1453.46,0.370015394117218
2020-08-14 16:00:00+00:00,1648.03,1655.46,1628.205,1650.71,1645.178707,160.09000000000015,52.46204309147326,38218,1670.032571749605,1339.7139282503952,1646.63,1621.05,1645.02,1554.34,1421.2,0.370015394117218
2020-08-17 12:00:00+00:00,1673.14,1790.97,1673.14,1773.91,1744.000521,282.6100000000001,64.16843734594349,107342,1723.1648586784443,1315.4616413215556,1650.71,1646.63,1621.05,1556.42,1419.81,0.370015394117218
2020-08-17 16:00:00+00:00,1778.26,1845.255,1775.68,1834.57,1814.569672,379.15999999999985,65.12531236648437,173253,1783.6795690869385,1290.7024309130616,1773.91,1650.71,1646.63,1645.02,1402.33,0.370015394117218
2020-08-17 20:00:00+00:00,1820.02,1820.02,1820.02,1820.02,1820.02,366.55999999999995,58.381937384286445,173053,1829.3408297949773,1278.2891702050229,1834.57,1773.91,1650.71,1621.05,1373.1,0.370015394117218
2020-08-18 12:00:00+00:00,1897.02,1923.6,1848.34,1893.295,1888.313611,472.095,64.40834573304825,257501,1886.3305832748392,1262.391916725161,1820.02,1834.57,1773.91,1646.63,1497.73,0.370015394117218
2020-08-18 16:00:00+00:00,1892.5,1912.5,1881.55,1889.045,1895.193943,469.2350000000001,59.94723296864183,206003,1933.3678306012005,1255.6291693987998,1893.295,1820.02,1834.57,1650.71,1554.34,0.370015394117218
2020-08-19 12:00:00+00:00,1870.68,1907.68,1845.19,1900.48,1881.27377,498.1500000000001,60.28626857282292,249720,1976.2433249540504,1253.7396750459493,1889.045,1893.295,1820.02,1773.91,1556.42,0.370015394117218
2020-08-19 16:00:00+00:00,1900.86,1910.96,1869.2,1878.94,1892.133789,505.84000000000015,57.81609942977986,219571,2009.0297410095006,1259.7172589904997,1900.48,1889.045,1893.295,1834.57,1645.02,0.370015394117218
2020-08-20 12:00:00+00:00,1860.54,1993.89,1860.0,1988.5,1945.97927,490.77,67.9592861724759,306580,2057.303572953974,1264.7524270460256,1878.94,1900.48,1889.045,1820.02,1621.05,0.370015394117218
2020-08-20 16:00:00+00:00,1985.36,2021.86,1967.41,2001.07,1996.948176,446.73,66.15804801614576,396846,2099.6872037380144,1277.1297962619853,1988.5,1878.94,1900.48,1893.295,1646.63,0.370015394117218
2020-08-20 20:00:00+00:00,2006.0,2006.0,2006.0,2006.0,2006.0,449.5799999999999,57.994308280659666,397046,2132.079687635853,1303.2173123641467,2001.07,1988.5,1878.94,1889.045,1650.71,0.370015394117218
2020-08-21 12:00:00+00:00,2045.15,2080.0,2027.62,2047.345,2059.447325,402.32500000000005,60.12840050990505,509259,2163.533137125458,1334.5173628745424,2006.0,2001.07,1988.5,1900.48,1773.91,0.370015394117218
2020-08-21 16:00:00+00:00,2043.08,2095.43,2036.65,2049.485,2070.97702,428.4350000000002,59.94861377525101,663789,2182.7668510951844,1379.9991489048161,2047.345,2006.0,2001.07,1878.94,1834.57,0.370015394117218
2020-08-24 12:00:00+00:00,2126.01,2127.88,1938.92,2020.0,2038.055373,373.3699999999999,77.15013193855089,560533,2179.2375404385225,1448.218459561478,2049.485,2047.345,2006.0,1988.5,1820.02,0.370015394117218
2020-08-24 16:00:00+00:00,2026.01,2055.14,1995.81,2015.02,2018.616146,364.30999999999995,74.7741143467441,524572,2183.5236745025995,1495.6613254974002,2020.0,2049.485,2047.345,2001.07,1893.295,0.370015394117218
2020-08-25 12:00:00+00:00,1973.295,2026.245,1970.31,1988.5,1997.991663,214.58999999999992,72.26223243384489,481107,2183.5461762341115,1539.0548237658886,2015.02,2020.0,2049.485,2006.0,1889.045,0.370015394117218
2020-08-25 16:00:00+00:00,1988.385,2025.61,1969.1,2024.365,2002.907826,189.79500000000007,70.1619347759989,521111,2180.6138462249282,1588.7816537750716,1988.5,2015.02,2020.0,2047.345,1900.48,0.370015394117218
2020-08-26 12:00:00+00:00,2060.94,2119.48,2056.33,2110.0,2099.002233,289.98,73.48901013919905,574308,2197.5728087337275,1618.3206912662722,2024.365,1988.5,2015.02,2049.485,1878.94,0.370015394117218
